"","species","genus","raw_growth_form","domain","cat_growthrate","cat_corallitesize","cat_colonydiameter","cat_skeletaldensity","cat_colonyheight","cat_SA_vol","cat_spacesize","dat_corallite","Tropical.Australia","reproductive_mode","raw_colonydiam","raw_growth","dat_growth","dat_colonydiameter","link","Growth.form.typical","sa_vol2","log_growth","log_corallite","log_diameter","PC1","PC2","PC3","PC4","PCo1","PCo2","PCo3","PCo4","dim1","dim2","dim3","dim4","mclust","kclust","clust","gen"
"Lobophyllia rowleyensis","Lobophyllia rowleyensis","Parascolymia","massive","pacific",1,4,1,4,4,1,1,13.4,1,"spawner",NA,NA,NA,NA,"Other.Lobophyllidae","massive",0.5,NA,2.59525470695687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Lobophyllia vitiensis","Lobophyllia vitiensis","Parascolymia","massive","pacific",1,5,1,4,4,1,1,70,1,"spawner",11.2,NA,NA,11.2,"Other.Lobophyllidae","massive",0.5,NA,4.24849524204936,2.41591377830105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Madracis kirbyi","Madracis kirbyi","Madracis","digitate","pacific",3,2,3,4,3,4,3,2.6,1,"brooder",125,NA,12.7,125,NA,"digitate",2.2,2.54160199346455,0.955511445027436,4.8283137373023,-0.187492373916687,-1.15493103439267,-0.719638258253207,-0.602958948869444,-0.057860799342831,0.104475160214413,0.0710078746547026,0.0564396426968795,0.057860799342831,0.104475160214413,0.0710078746547026,0.0564396426968795,9,7,7,"other"
"Merulina ampliata","Merulina ampliata","Merulina","laminar","pacific",3,3,3,4,2,4,2,6.2,1,"spawner",NA,22.5,22.5,184.6,"Merulina","laminar",2.176,3.11351530921037,1.82454929205105,5.21819132206875,0.134633502757973,-1.48461364706721,-1.1875645413077,-0.0406634812489159,-0.0047231005525427,0.177745396097694,0.0526598455628332,0.0502187413477085,0.0047231005525427,0.177745396097694,0.0526598455628332,0.0502187413477085,9,6,6,"other"
"Merulina scabricula","Merulina scabricula","Merulina","laminar","pacific",3,2,3,4,2,4,2,3.5,1,"spawner",NA,NA,12.5,134.8,"Merulina","laminar",2.176,2.52572864430826,1.25276296849537,4.90379219847821,0.381726023228916,-1.59186031400446,-0.912587382454797,-0.0563114511614527,0.0100568932634229,0.171497083852938,0.0450165943005292,0.030007495529996,-0.0100568932634229,0.171497083852938,0.0450165943005292,0.030007495529996,9,6,6,"other"
"Merulina triangularis","Merulina triangularis","Merulina","branching_closed","pacific",4,3,4,2,4,3,4,8.8,1,"spawner",266.7,NA,29.2,266.7,"Merulina","branching_closed",2.025,3.37416870927424,2.17475172148416,5.58612443118797,-1.32885317665622,0.965273000909461,-0.726730172318124,0.481716072272216,-0.132838069840422,-0.0831331224854139,-0.0253965035947469,0.0451196803814354,0.132838069840422,-0.0831331224854139,-0.0253965035947469,0.0451196803814354,4,4,4,"other"
"Micromussa amakusensis","Micromussa amakusensis","Micromussa","encrusting","pacific",1,3,1,4,1,2,1,11.5,1,"spawner",NA,NA,NA,NA,"Other.Lobophyllidae","encrusting",1,NA,2.4423470353692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Micromussa diminuta","Micromussa diminuta","Micromussa","massive","pacific",1,2,1,4,4,1,1,4,1,"spawner",30,NA,NA,30,"Other.Lobophyllidae","massive",0.5,NA,1.38629436111989,3.40119738166216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Micromussa lordhowensis","Micromussa lordhowensis","Micromussa","massive","pacific",1,4,1,4,4,1,1,13.5,1,"spawner",NA,NA,NA,NA,"Other.Lobophyllidae","massive",0.5,NA,2.60268968544438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Micromussa minuta","Micromussa minuta","Micromussa","massive","pacific",1,3,1,4,4,1,1,6.4,1,"spawner",NA,NA,NA,NA,"Other.Lobophyllidae","massive",0.5,NA,1.85629799036563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Micromussa multipunctata","Micromussa multipunctata","Micromussa","encrusting","pacific",1,3,1,4,1,2,1,9.3,1,"spawner",30,NA,NA,30,"Other.Lobophyllidae","encrusting",1,NA,2.23001440015921,3.40119738166216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Montigyra kenti","Montigyra kenti","Montigyra","massive","pacific",1,5,1,3,4,1,1,32,1,NA,NA,NA,NA,NA,NA,"massive",0.5,NA,3.46573590279973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"Montipora aequituberculata","Montipora aequituberculata","Montipora","laminar","pacific",4,1,2,5,2,4,2,0.9,1,"spawner",NA,NA,25.1,93.1,"Montipora","laminar",2.176,3.22286784613774,-0.105360515657826,4.53367418428302,0.0497208304491251,-2.43373166120586,-0.696076211326123,-1.20479867647473,-0.0322059231920575,0.220289021188357,0.0800430055266769,0.0417378099491319,0.0322059231920575,0.220289021188357,0.0800430055266769,0.0417378099491319,9,6,6,"other"
"Montipora altasepta","Montipora altasepta","Montipora","branching_open","pacific",5,1,3,2,5,4,5,0.8,1,"spawner",NA,NA,58.7,146.7,"Montipora","branching_open",2.025,4.07243972683405,-0.22314355131421,4.98838968514894,-2.92305200522539,0.557583947752494,0.256576447519454,-0.385147503543935,-0.290729212171236,-0.0654462409099612,0.0185119321275103,-0.00901334402668951,0.290729212171236,-0.0654462409099612,0.0185119321275103,-0.00901334402668951,1,8,8,"other"
"Montipora angulata","Montipora angulata","Montipora","branching_closed","pacific",5,1,3,2,4,3,4,1.3,1,"spawner",NA,NA,58.7,146.7,"Montipora","branching_closed",2.025,4.07243972683405,0.262364264467491,4.98838968514894,-2.01659641988359,0.497735775097564,0.0942944510075241,0.0146898963843702,-0.165145376070153,-0.0682723276340659,-0.0218650406108211,0.0328652711330831,0.165145376070153,-0.0682723276340659,-0.0218650406108211,0.0328652711330831,4,4,4,"other"
"Montipora australiensis","Montipora australiensis","Montipora","columnar","pacific",4,1,2,3,5,1,5,0.1,1,"spawner",NA,NA,25.3,93.5,"Montipora","columnar",0.9,3.23080439573347,-2.30258509299405,4.53796143629464,-1.86465021401536,0.704316709109007,0.248627853364924,-1.73150585495258,-0.104564412302388,-0.202974890525548,0.111004131450101,-0.123649711970101,0.104564412302388,-0.202974890525548,0.111004131450101,-0.123649711970101,6,9,9,"other"
"Montipora cactus","Montipora cactus","Montipora","encrusting_long_uprights","pacific",4,1,2,3,2,3,2,1.2,1,"spawner",NA,NA,25.3,93.5,"Montipora","encrusting",1,3.23080439573347,0.182321556793955,4.53796143629464,-0.165608089525376,-1.02205228652911,-0.0793316176556585,0.261382745252262,0.00029623068291455,0.110149569604107,-0.00706531169535177,0.00307933701885762,-0.00029623068291455,0.110149569604107,-0.00706531169535177,0.00307933701885762,9,6,6,"other"
"Montipora calcarea","Montipora calcarea","Montipora","digitate","pacific",4,1,3,3,3,4,3,0.9,1,"spawner",NA,NA,30.5,103.3,"Montipora","digitate",2.2,3.41772668361337,-0.105360515657826,4.63763737612559,-1.14591410512583,-0.925043057828765,-0.00495219875569387,-0.13214116005806,-0.100174111195044,0.0782886802239153,0.0125080927183095,0.0379142814471846,0.100174111195044,0.0782886802239153,0.0125080927183095,0.0379142814471846,2,7,7,"other"
"Montipora caliculata","Montipora caliculata","Montipora","massive","pacific",3,1,2,3,4,1,1,1,1,"spawner",NA,NA,12.8,65,"Montipora","massive",0.5,2.54944517092557,0,4.17438726989564,0.664400816353287,0.675829185625131,-0.0436130887806927,-0.663201038569029,0.11008988616184,-0.084377075711575,0.0257081153072497,0.0166398692122701,-0.11008988616184,-0.084377075711575,0.0257081153072497,0.0166398692122701,8,2,2,"other"
"Montipora capitata","Montipora capitata","Montipora","encrusting_long_uprights","pacific",4,1,2,3,2,3,2,1,1,"spawner",NA,25.8,25.8,94.5,"Montipora","encrusting",1,3.25037449192757,0,4.5485998344997,-0.232018946320225,-1.05731484950821,-0.078856764330933,0.244094704398709,-0.00224051024099429,0.112029966696234,-0.00765872058328651,0.00369610948864966,0.00224051024099429,0.112029966696234,-0.00765872058328651,0.00369610948864966,9,6,6,"other"
"Montipora capricornis","Montipora capricornis","Montipora","laminar","pacific",4,1,2,5,2,4,2,1,1,"spawner",NA,NA,25.1,93.1,"Montipora","laminar",2.176,3.22286784613774,0,4.53367418428302,0.0801329344880247,-2.41340352103467,-0.701209023354567,-1.1954566328985,-0.0312037270641269,0.218588415263534,0.0798671346312249,0.0412369135717539,0.0312037270641269,0.218588415263534,0.0798671346312249,0.0412369135717539,9,6,6,"other"
"Montipora cebuensis","Montipora cebuensis","Montipora","laminar","pacific",4,1,2,5,2,4,2,0.8,1,"spawner",NA,NA,25.1,93.1,"Montipora","laminar",2.176,3.22286784613774,-0.22314355131421,4.53367418428302,0.0157229906318588,-2.45645658850583,-0.690338215660583,-1.21524219267027,-0.0331104493870436,0.222080347223584,0.0805637933640972,0.0425744813684575,0.0331104493870436,0.222080347223584,0.0805637933640972,0.0425744813684575,9,6,6,"other"
"Montipora cocosensis","Montipora cocosensis","Montipora","submassive","pacific",3,1,2,3,3,1,1,1.4,1,"spawner",NA,NA,12.8,65,"Montipora","massive",0.5,2.54944517092557,0.336472236621213,4.17438726989564,0.969703105309908,0.229453085555433,-0.0339122555743854,-0.244823779846288,0.129248131835457,-0.0173446877025945,-0.0115694094298673,-0.00565142224150606,-0.129248131835457,-0.0173446877025945,-0.0115694094298673,-0.00565142224150606,7,2,2,"other"
"Montipora confusa","Montipora confusa","Montipora","encrusting_long_uprights","pacific",4,1,2,3,2,3,2,0.7,1,"spawner",100,NA,25.3,100,"Montipora","encrusting",1,3.23080439573347,-0.356674943938732,4.60517018598809,-0.345675969626078,-1.11947776097288,-0.123756172401232,0.231293998380418,-0.00444015327439269,0.115452410671315,-0.00842740665469433,0.00690352176412623,0.00444015327439269,0.115452410671315,-0.00842740665469433,0.00690352176412623,9,6,6,"other"
"Montipora corbettensis","Montipora corbettensis","Montipora","digitate","pacific",4,1,3,3,3,4,3,0.8,1,"spawner",NA,NA,30.5,103.3,"Montipora","digitate",2.2,3.41772668361337,-0.22314355131421,4.63763737612559,-1.17991194494309,-0.947767985128736,0.000785796909846459,-0.142584676253599,-0.10133108386577,0.0792278395538405,0.0124911571659266,0.0387898618912863,0.10133108386577,0.0792278395538405,0.0124911571659266,0.0387898618912863,2,7,7,"other"
"Montipora crassituberculata","Montipora crassituberculata","Montipora","laminar","pacific",4,1,2,5,2,4,2,1.5,1,"spawner",NA,NA,25.1,93.1,"Montipora","laminar",2.176,3.22286784613774,0.405465108108164,4.53367418428302,0.19716963438399,-2.33517353610446,-0.720961927666186,-1.15950509370055,-0.0248180191875715,0.212996390601861,0.0788878386967917,0.0410158049506181,0.0248180191875715,0.212996390601861,0.0788878386967917,0.0410158049506181,9,6,6,"other"
"Montipora danae","Montipora danae","Montipora","laminar","pacific",4,1,2,5,2,4,2,1.4,1,"spawner",NA,NA,25.1,93.1,"Montipora","laminar",2.176,3.22286784613774,0.336472236621213,4.53367418428302,0.177254978760835,-2.34848494364308,-0.7176008256591,-1.16562251262031,-0.026087620177086,0.213860272833244,0.0789688820381696,0.0410659967205818,0.026087620177086,0.213860272833244,0.0789688820381696,0.0410659967205818,9,6,6,"other"
"Montipora delicatula","Montipora delicatula","Montipora","laminar","pacific",4,1,2,5,2,4,2,0.6,1,"spawner",NA,NA,25.1,93.1,"Montipora","laminar",2.176,3.22286784613774,-0.510825623765991,4.53367418428302,-0.0673158694468402,-2.51196164613607,-0.676323307014505,-1.24075021567267,-0.0345648588610497,0.226054513859651,0.0824857765520172,0.0449019802364721,0.0345648588610497,0.226054513859651,0.0824857765520172,0.0449019802364721,9,6,6,"other"
"Montipora digitata","Montipora digitata","Montipora","branching_open","pacific",4,1,3,2,5,4,5,0.9,1,"spawner",NA,41.5,41.5,121.8,"Montipora","branching_open",2.025,3.72569342723665,-0.105360515657826,4.8023803552758,-2.6457300306714,0.582069066517303,0.397187424287844,-0.354168929637746,-0.274748510015084,-0.0612190888971592,0.0188241877118437,-0.0173485632888148,0.274748510015084,-0.0612190888971592,0.0188241877118437,-0.0173485632888148,1,8,8,"other"
"Montipora efflorescens","Montipora efflorescens","Montipora","massive","pacific",3,1,2,3,4,1,1,1.2,1,"spawner",NA,NA,12.8,65,"Montipora","massive",0.5,2.54944517092557,0.182321556793955,4.17438726989564,0.717027572393086,0.711006103084175,-0.052495185398327,-0.647035059142854,0.111271078246098,-0.0844962503255921,0.026383377225115,0.0172029368739566,-0.111271078246098,-0.0844962503255921,0.026383377225115,0.0172029368739566,8,2,2,"other"
"Montipora effusa","Montipora effusa","Montipora","submassive","pacific",3,1,2,3,3,1,1,0.8,1,"spawner",NA,NA,12.8,65,"Montipora","massive",0.5,2.54944517092557,-0.22314355131421,4.17438726989564,0.808171117180931,0.121481440692675,-0.00664964557586848,-0.294443459896248,0.126355023690061,-0.0158445788197042,-0.0134207253031831,-0.00696930297727013,-0.126355023690061,-0.0158445788197042,-0.0134207253031831,-0.00696930297727013,7,2,2,"other"
"Montipora florida","Montipora florida","Montipora","laminar","pacific",4,1,2,5,2,4,2,0.8,1,"spawner",NA,NA,25.1,93.1,"Montipora","laminar",2.176,3.22286784613774,-0.22314355131421,4.53367418428302,0.0157229906318588,-2.45645658850583,-0.690338215660583,-1.21524219267027,-0.0331104493870436,0.222080347223584,0.0805637933640972,0.0425744813684575,0.0331104493870436,0.222080347223584,0.0805637933640972,0.0425744813684575,9,6,6,"other"
"Montipora floweri","Montipora floweri","Montipora","submassive","pacific",3,1,2,3,3,1,1,0.9,1,"spawner",NA,NA,12.8,65,"Montipora","massive",0.5,2.54944517092557,-0.105360515657826,4.17438726989564,0.842168956998197,0.144206367992646,-0.0123876412414088,-0.283999943700709,0.126180217862269,-0.0158553612241171,-0.0130914335625328,-0.00728415725235037,-0.126180217862269,-0.0158553612241171,-0.0130914335625328,-0.00728415725235037,7,2,2,"other"
"Montipora foliosa","Montipora foliosa","Montipora","laminar","pacific",4,1,3,5,2,4,2,0.9,1,"spawner",NA,32.5,32.5,106.9,"Montipora","laminar",2.176,3.48124008933569,-0.105360515657826,4.671893818031,-0.131448876478644,-2.43508058165182,-0.804723837217305,-1.22020068523831,-0.0440851516836743,0.22407514111866,0.0781478011506777,0.0532266833817482,0.0440851516836743,0.22407514111866,0.0781478011506777,0.0532266833817482,9,6,6,"other"
"Montipora foveolata","Montipora foveolata","Montipora","massive","pacific",3,2,2,3,4,1,1,2.9,1,"spawner",NA,NA,12.8,65,"Montipora","massive",0.5,2.54944517092557,1.06471073699243,4.17438726989564,0.971727460519554,0.881253285613849,-0.0954822358091314,-0.568795899803683,0.125637117331329,-0.0877471641516233,0.0283157920359793,0.0203845298353574,-0.125637117331329,-0.0877471641516233,0.0283157920359793,0.0203845298353574,8,2,2,"other"
"Montipora friabilis","Montipora friabilis","Montipora","laminar","pacific",4,1,2,5,2,4,2,1,1,"spawner",NA,NA,25.1,93.1,"Montipora","laminar",2.176,3.22286784613774,0,4.53367418428302,0.0801329344880247,-2.41340352103467,-0.701209023354567,-1.1954566328985,-0.0312037270641269,0.218588415263534,0.0798671346312249,0.0412369135717538,0.0312037270641269,0.218588415263534,0.0798671346312249,0.0412369135717538,9,6,6,"other"
"Montipora grisea","Montipora grisea","Montipora","massive","pacific",3,1,2,3,4,1,1,1.2,1,"spawner",NA,NA,12.8,65,"Montipora","massive",0.5,2.54944517092557,0.182321556793955,4.17438726989564,0.717027572393086,0.711006103084175,-0.052495185398327,-0.647035059142854,0.111271078246098,-0.0844962503255921,0.0263833772251149,0.0172029368739566,-0.111271078246098,-0.0844962503255921,0.0263833772251149,0.0172029368739566,8,2,2,"other"
"Montipora hirsuta","Montipora hirsuta","Montipora","branching_open","pacific",5,1,3,2,5,4,5,0.5,1,"spawner",NA,NA,58.7,146.7,"Montipora","branching_open",2.025,4.07243972683405,-0.693147180559945,4.98838968514894,-3.05871762134389,0.466901972663213,0.279473452783167,-0.426821505972517,-0.29888139723661,-0.0671351785594609,0.019494387156533,-0.00894576306177942,0.29888139723661,-0.0671351785594609,0.019494387156533,-0.00894576306177942,1,8,8,"other"
"Montipora hispida","Montipora hispida","Montipora","encrusting_long_uprights","pacific",4,1,2,3,2,3,2,1.4,1,"spawner",NA,NA,25.3,93.5,"Montipora","encrusting",1,3.23080439573347,0.336472236621213,4.53796143629464,-0.121112801292365,-0.992310626596557,-0.0868413233425569,0.275050886104277,0.00238161153543116,0.108656426344151,-0.00718277968212638,0.00325278914535927,-0.00238161153543116,0.108656426344151,-0.00718277968212638,0.00325278914535927,9,6,6,"other"
"Montipora hodgsoni","Montipora hodgsoni","Montipora","laminar","pacific",4,1,2,5,2,4,2,0.6,1,"spawner",NA,NA,25.1,93.1,"Montipora","laminar",2.176,3.22286784613774,-0.510825623765991,4.53367418428302,-0.0673158694468402,-2.51196164613607,-0.676323307014505,-1.24075021567267,-0.0345648588610497,0.226054513859651,0.0824857765520172,0.0449019802364721,0.0345648588610497,0.226054513859651,0.0824857765520172,0.0449019802364721,9,6,6,"other"
"Montipora hoffmeisteri","Montipora hoffmeisteri","Montipora","encrusting","pacific",2,1,1,4,1,2,1,1.1,1,"spawner",NA,NA,6.3,44.5,"Montipora","encrusting",1,1.84054963339749,0.0953101798043249,3.7954891891722,1.82808292049676,-1.68856185357455,0.031594050464864,-0.0971225883222661,0.193603049832911,0.12667923461934,0.0351698609688141,-0.0312782774158067,-0.193603049832911,0.12667923461934,0.0351698609688141,-0.0312782774158067,5,3,3,"other"
"Montipora incrassata","Montipora incrassata","Montipora","encrusting","pacific",2,1,1,4,1,2,1,1.4,1,"spawner",NA,NA,6.3,44.5,"Montipora","encrusting",1,1.84054963339749,0.336472236621213,3.7954891891722,1.89769387025681,-1.64203231578386,0.0198454414313432,-0.0757393744147533,0.196641476583906,0.123864671319761,0.0356512094518791,-0.0292847423281359,-0.196641476583906,0.123864671319761,0.0356512094518791,-0.0292847423281359,5,3,3,"other"
"Montipora informis","Montipora informis","Montipora","massive","pacific",3,1,2,3,4,1,1,1.3,1,"spawner",NA,NA,12.8,65,"Montipora","massive",0.5,2.54944517092557,0.262364264467491,4.17438726989564,0.740131741332696,0.726449453670592,-0.0563945984770387,-0.639937879916109,0.112175201903251,-0.0847073566247156,0.0264828181405918,0.0175729540734015,-0.112175201903251,-0.0847073566247156,0.0264828181405918,0.0175729540734015,8,2,2,"other"
"Montipora lobulata","Montipora lobulata","Montipora","submassive","pacific",3,1,2,3,3,1,1,1.3,1,"spawner",NA,NA,12.8,65,"Montipora","massive",0.5,2.54944517092557,0.262364264467491,4.17438726989564,0.948311986016506,0.215154776209299,-0.0303019629661986,-0.251394741471558,0.128332921525912,-0.0170066458561215,-0.0117118996557537,-0.00621105837283292,-0.128332921525912,-0.0170066458561215,-0.0117118996557537,-0.00621105837283292,7,2,2,"other"
"Montipora mactanensis","Montipora mactanensis","Montipora","digitate","pacific",4,1,3,3,3,4,3,0.9,1,"spawner",NA,NA,30.5,103.3,"Montipora","digitate",2.2,3.41772668361337,-0.105360515657826,4.63763737612559,-1.14591410512583,-0.925043057828765,-0.00495219875569387,-0.13214116005806,-0.100174111195044,0.0782886802239153,0.0125080927183095,0.0379142814471846,0.100174111195044,0.0782886802239153,0.0125080927183095,0.0379142814471846,2,7,7,"other"
"Montipora malampaya","Montipora malampaya","Montipora","digitate","pacific",4,1,3,3,3,4,3,0.7,1,"spawner",NA,NA,30.5,103.3,"Montipora","digitate",2.2,3.41772668361337,-0.356674943938732,4.63763737612559,-1.21845551678878,-0.973531382826423,0.00729099986902615,-0.154424558403992,-0.102502138598386,0.0801290002419463,0.0125476814905504,0.0398903594733481,0.102502138598386,0.0801290002419463,0.0125476814905504,0.0398903594733481,2,7,7,"other"
"Montipora millepora","Montipora millepora","Montipora","encrusting","pacific",2,1,1,4,1,2,1,0.6,1,"spawner",NA,NA,6.3,44.5,"Montipora","encrusting",1,1.84054963339749,-0.510825623765991,3.7954891891722,1.65312302204914,-1.80550901827686,0.0611229600759382,-0.150867077467121,0.194971957752292,0.13230674969895,0.0355743254829852,-0.0332557853316746,-0.194971957752292,0.13230674969895,0.0355743254829852,-0.0332557853316746,5,3,3,"other"
"Montipora mollis","Montipora mollis","Montipora","massive","pacific",3,1,2,3,4,1,1,0.9,1,"spawner",NA,NA,12.8,65,"Montipora","massive",0.5,2.54944517092557,-0.105360515657826,4.17438726989564,0.633988712314387,0.655501045453938,-0.0384802767522489,-0.672543082145261,0.109917909692533,-0.0844412359838158,0.0252484166677082,0.0166559076139331,-0.109917909692533,-0.0844412359838158,0.0252484166677082,0.0166559076139331,8,2,2,"other"
